iter	Logloss
0	0.6555469436
1	0.6236875228
2	0.6031583564
3	0.5800303637
4	0.557445656
5	0.5450519746
6	0.5306974528
7	0.5137381019
8	0.5026828876
9	0.4974125004
10	0.4909062875
11	0.4810398573
12	0.4741963351
13	0.467835273
14	0.4601922012
15	0.4548345983
16	0.4499029252
17	0.4443816054
18	0.4425985514
19	0.4402425547
20	0.437625454
21	0.4328470419
22	0.4291285487
23	0.4262683199
24	0.4222453592
25	0.4181932804
26	0.4159453903
27	0.4131811631
28	0.4091261716
29	0.4055299656
30	0.4045101173
31	0.4001713081
32	0.396827753
33	0.3942983119
34	0.3923025552
35	0.3912190185
36	0.3892189717
37	0.3871858172
38	0.3856480644
39	0.3839553761
40	0.3817673356
41	0.3791002861
42	0.3775721792
43	0.375958587
44	0.3732192381
45	0.3700293139
46	0.3673511293
47	0.3655739727
48	0.3636511993
49	0.3626502433
50	0.359879543
51	0.3582460491
52	0.3568930922
53	0.3539982521
54	0.3529579222
55	0.3516150262
56	0.3506737823
57	0.3487413337
58	0.347973262
59	0.3462477257
60	0.344679497
61	0.3423238507
62	0.3410032037
63	0.3387544272
64	0.3372237975
65	0.33596023
66	0.335230081
67	0.3336645661
68	0.3314326388
69	0.3299673182
70	0.327480369
71	0.3254834697
72	0.3235670331
73	0.321382844
74	0.3199571963
75	0.3187635089
76	0.3181882803
77	0.3158270165
78	0.3149542091
79	0.3138792323
80	0.3124806427
81	0.3106488642
82	0.3094417682
83	0.3081793664
84	0.3068689796
85	0.304358281
86	0.3030363553
87	0.3021347833
88	0.2998649904
89	0.298284805
90	0.296882844
91	0.2951393031
92	0.2937510638
93	0.2917241461
94	0.2902953654
95	0.2901411515
96	0.289061524
97	0.2874124732
98	0.2857550593
99	0.2845100172
100	0.2832945248
101	0.281977172
102	0.2810849207
103	0.2794265728
104	0.27847624
105	0.277372244
106	0.2757231275
107	0.2746343641
108	0.2740582674
109	0.2725072719
110	0.2708543057
111	0.2702508624
112	0.2698501878
113	0.2684101459
114	0.2666622134
115	0.264907351
116	0.263435664
117	0.2619189486
118	0.2608634383
119	0.2607575106
120	0.2606647885
121	0.2597313865
122	0.2583689481
123	0.2570292188
124	0.2564633654
125	0.2550808064
126	0.2542124626
127	0.2528881495
